"stateroom_count","last_updated","stateroom_breakdown","length_meters","year_refurbished","cruise_line_id","passenger_capacity","gross_tonnage","crew_count","stateroom_types","name","current_status","year_built","deck_count","facilities","id","created_date","updated_date","created_by_id","created_by","is_sample"
"83","","","","","68d8edc8576386f425c474fe","166","","47","{""owners_suites"":2,""oceanview"":16,""inside"":null,""suites"":65,""balcony"":65}","Avalon Impression","active","2014","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":4,""casino"":false,""specialty_dining"":6,""bars"":5,""hot_tubs"":6,""theater"":false,""restaurants"":15,""gym"":true,""shopping"":false}","6a549b407eebbff962df48c1","2026-07-13T08:01:04.070000","2026-07-13T08:01:04.070000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"73","","","","","68d8eedfc744540fd8f5f6dc","152","","51","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":9,""balcony"":64}","S.S. Antoinette","active","2011","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":3,""casino"":false,""specialty_dining"":3,""bars"":6,""hot_tubs"":7,""theater"":false,""restaurants"":9,""gym"":true,""shopping"":false}","6a549b2c380bcb362e9a45ec","2026-07-13T08:00:44.282000","2026-07-13T08:00:44.282000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"75","","","","","68d8eedfc744540fd8f5f6dc","150","","57","{""owners_suites"":1,""oceanview"":10,""inside"":null,""suites"":11,""balcony"":54}","S.S. Maria Theresa","active","2015","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":1,""casino"":false,""specialty_dining"":6,""bars"":11,""hot_tubs"":7,""theater"":false,""restaurants"":19,""gym"":true,""shopping"":false}","6a549b2ce86ab98ba917327c","2026-07-13T08:00:44.151000","2026-07-13T08:00:44.151000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"81","","","","","68d8eedfc744540fd8f5f6dc","159","","57","{""owners_suites"":1,""oceanview"":13,""inside"":null,""suites"":7,""balcony"":61}","S.S. Catherine","active","2014","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":1,""casino"":false,""specialty_dining"":6,""bars"":3,""hot_tubs"":6,""theater"":false,""restaurants"":11,""gym"":true,""shopping"":false}","6a549b2c92a5b8548ff24713","2026-07-13T08:00:44.033000","2026-07-13T08:00:44.033000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"28","","","","","68d8eedfc744540fd8f5f6dc","56","","35","{""owners_suites"":1,""oceanview"":null,""inside"":null,""suites"":28,""balcony"":28}","Ganges Voyager II","active","2015","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":1,""casino"":false,""specialty_dining"":7,""bars"":11,""hot_tubs"":2,""theater"":false,""restaurants"":10,""gym"":true,""shopping"":false}","6a549b2b7066a8ba83a15217","2026-07-13T08:00:43.991000","2026-07-13T08:00:43.991000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"76","","","","","68d8eedfc744540fd8f5f6dc","152","","53","{""owners_suites"":2,""oceanview"":10,""inside"":null,""suites"":15,""balcony"":63}","S.S. Beatrice","active","2009","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":4,""casino"":false,""specialty_dining"":6,""bars"":6,""hot_tubs"":3,""theater"":false,""restaurants"":9,""gym"":true,""shopping"":false}","6a549b2b1268374d65018a26","2026-07-13T08:00:43.984000","2026-07-13T08:00:43.984000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"67","","","","","68d8eedfc744540fd8f5f6dc","130","","41","{""owners_suites"":null,""oceanview"":45,""inside"":null,""suites"":4,""balcony"":18}","River Duchess","active","2003","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":3,""casino"":false,""specialty_dining"":8,""bars"":6,""hot_tubs"":3,""theater"":false,""restaurants"":13,""gym"":true,""shopping"":false}","6a549b2b7735b930b522c8d5","2026-07-13T08:00:43.963000","2026-07-13T08:00:43.963000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"64","","","","","68d8eedfc744540fd8f5f6dc","128","","52","{""owners_suites"":2,""oceanview"":null,""inside"":null,""suites"":10,""balcony"":54}","S.S. Joie de Vivre","active","2017","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":3,""casino"":false,""specialty_dining"":4,""bars"":6,""hot_tubs"":8,""theater"":false,""restaurants"":19,""gym"":true,""shopping"":false}","6a549b2bf36e4446fae27187","2026-07-13T08:00:43.961000","2026-07-13T08:00:43.961000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"62","","","","","68d8eedfc744540fd8f5f6dc","124","","50","{""owners_suites"":2,""oceanview"":36,""inside"":null,""suites"":4,""balcony"":22}","S.S. Bon Voyage","active","2006","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":3,""casino"":false,""specialty_dining"":8,""bars"":6,""hot_tubs"":5,""theater"":false,""restaurants"":6,""gym"":true,""shopping"":false}","6a549b2bc8c1ebc3a0db9fe2","2026-07-13T08:00:43.958000","2026-07-13T08:00:43.958000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"1760","","","","","68d75b5d5aa91b252fd5d3b3","1760","","","{""owners_suites"":23,""oceanview"":124,""inside"":385,""suites"":null,""balcony"":1030}","Norwegian Luna","active","","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge"",""Haven guests enjoy private access to a courtyard, sundeck, pool, lounge, and restaurant, along with 24-hour butler service.""],""pools"":1,""casino"":true,""specialty_dining"":3,""bars"":12,""hot_tubs"":9,""theater"":true,""restaurants"":17,""gym"":true,""shopping"":true}","69bf3ac1eaaf66e59ba32857","2026-03-22T00:41:37.241000","2026-04-10T07:03:51.450000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"1976","","","","","68d75b5d5aa91b252fd5d3b3","1976","","","{""owners_suites"":27,""oceanview"":156,""inside"":389,""suites"":null,""balcony"":1110}","Norwegian Aura","active","","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge"",""Haven guests enjoy private access to a courtyard, sundeck, pool, lounge, and restaurant, along with 24-hour butler service.""],""pools"":4,""casino"":true,""specialty_dining"":10,""bars"":9,""hot_tubs"":7,""theater"":true,""restaurants"":8,""gym"":true,""shopping"":true}","69bf3ac183b79de30cf413db","2026-03-22T00:41:37.227000","2026-04-10T07:03:51.436000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"1028","","","","","68d75b5d5aa91b252fd5d3b2","","","","{""owners_suites"":null,""oceanview"":564,""inside"":408,""suites"":54,""balcony"":98}","Carnival Imagination","active","1995","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge"",""Serenity Retreat, Havana Pool Area, Loft 19 on Excel-class ships, and Cloud 9 Spa""],""pools"":1,""casino"":false,""specialty_dining"":8,""bars"":5,""hot_tubs"":8,""theater"":false,""restaurants"":9,""gym"":true,""shopping"":false}","69bf3ab8f29ec5fc26765e60","2026-03-22T00:41:28.664000","2026-04-10T06:55:41.019000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"2071","","","","","68d75b5d5aa91b252fd5d3b2","4142","","1393","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Carnival Venezia","active","2023","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge"",""Serenity Retreat, Havana Pool Area, Loft 19 on Excel-class ships, and Cloud 9 Spa""],""pools"":3,""casino"":true,""specialty_dining"":9,""bars"":3,""hot_tubs"":3,""theater"":true,""restaurants"":5,""gym"":true,""shopping"":true}","69bf3ab83d79f28483e232e8","2026-03-22T00:41:28.662000","2026-04-10T06:55:41.038000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"1026","","","","","68d75b5d5aa91b252fd5d3b2","","","","{""owners_suites"":null,""oceanview"":564,""inside"":408,""suites"":54,""balcony"":98}","Carnival Fascination","active","1994","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge"",""Serenity Retreat, Havana Pool Area, Loft 19 on Excel-class ships, and Cloud 9 Spa""],""pools"":4,""casino"":false,""specialty_dining"":5,""bars"":12,""hot_tubs"":2,""theater"":false,""restaurants"":10,""gym"":true,""shopping"":false}","69bf3ab81e081a6da59db256","2026-03-22T00:41:28.662000","2026-04-10T06:55:41.024000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"0","","","","","68d75b5d5aa91b252fd5d3b2","","","","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Carnival Glory","active","2003","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge"",""Serenity Retreat, Havana Pool Area, Loft 19 on Excel-class ships, and Cloud 9 Spa""],""pools"":1,""casino"":false,""specialty_dining"":9,""bars"":4,""hot_tubs"":4,""theater"":false,""restaurants"":12,""gym"":true,""shopping"":false}","69bf3ab85a2dbc0906741900","2026-03-22T00:41:28.625000","2026-04-10T06:55:41.036000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"1028","","","","","68d75b5d5aa91b252fd5d3b2","","","","{""owners_suites"":null,""oceanview"":564,""inside"":408,""suites"":54,""balcony"":98}","Carnival Fantasy","active","1990","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge"",""Serenity Retreat, Havana Pool Area, Loft 19 on Excel-class ships, and Cloud 9 Spa""],""pools"":4,""casino"":false,""specialty_dining"":10,""bars"":6,""hot_tubs"":3,""theater"":false,""restaurants"":7,""gym"":true,""shopping"":false}","69bf3ab86ab54e9df392acce","2026-03-22T00:41:28.620000","2026-04-10T06:55:41.102000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"0","","","","","68d75b5d5aa91b252fd5d3b2","","","","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Carnival Legend","active","2002","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge"",""Serenity Retreat, Havana Pool Area, Loft 19 on Excel-class ships, and Cloud 9 Spa""],""pools"":4,""casino"":false,""specialty_dining"":8,""bars"":5,""hot_tubs"":6,""theater"":false,""restaurants"":11,""gym"":true,""shopping"":false}","69bf3ab83f11b972ac6e7452","2026-03-22T00:41:28.619000","2026-04-10T06:55:41.028000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"1000","","","","","68d75b5d5aa91b252fd5d3b7","2394","","760","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Costa Victoria","active","1996","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":4,""casino"":true,""specialty_dining"":10,""bars"":3,""hot_tubs"":8,""theater"":true,""restaurants"":15,""gym"":true,""shopping"":true}","69bf3aaa1dfad706fec4eb85","2026-03-22T00:41:14.210000","2026-03-22T00:41:14.210000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"400","","","","","68d75b5d5aa91b252fd5d3b7","1200","","400","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Costa Allegra","active","1992","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":1,""casino"":true,""specialty_dining"":3,""bars"":11,""hot_tubs"":9,""theater"":true,""restaurants"":13,""gym"":true,""shopping"":true}","69bf3aaac4e3b90e02c19f44","2026-03-22T00:41:14.194000","2026-03-22T00:41:14.194000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"55","","","","","68d764558ab032e7fd348b02","110","","50","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Crystal Debussy","active","2017","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":4,""casino"":false,""specialty_dining"":8,""bars"":8,""hot_tubs"":7,""theater"":false,""restaurants"":15,""gym"":true,""shopping"":false}","69bf3a94f3e30d4f0ecc149b","2026-03-22T00:40:52.115000","2026-03-22T00:40:52.115000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"53","","","","","68d764558ab032e7fd348b02","106","","50","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Crystal Ravel","active","2018","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":3,""casino"":false,""specialty_dining"":8,""bars"":6,""hot_tubs"":6,""theater"":false,""restaurants"":9,""gym"":true,""shopping"":false}","69bf3a94f418359f2abb362d","2026-03-22T00:40:52.113000","2026-03-22T00:40:52.113000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"55","","","","","68d764558ab032e7fd348b02","110","","50","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Crystal Rondo","active","2018","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":1,""casino"":false,""specialty_dining"":4,""bars"":5,""hot_tubs"":2,""theater"":false,""restaurants"":16,""gym"":true,""shopping"":false}","69bf3a94c97d38665694dad5","2026-03-22T00:40:52.097000","2026-03-22T00:40:52.097000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"55","","","","","68d764558ab032e7fd348b02","110","","50","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Crystal Mahler","active","2018","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":4,""casino"":false,""specialty_dining"":9,""bars"":3,""hot_tubs"":9,""theater"":false,""restaurants"":19,""gym"":true,""shopping"":false}","69bf3a94a85636ef16bd0b47","2026-03-22T00:40:52.083000","2026-03-22T00:40:52.083000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"77","","","","","68d764558ab032e7fd348b02","154","","85","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Crystal Mozart","active","2015","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":1,""casino"":false,""specialty_dining"":7,""bars"":10,""hot_tubs"":6,""theater"":false,""restaurants"":8,""gym"":true,""shopping"":false}","69bf3a947fe3f686d3d77547","2026-03-22T00:40:52.078000","2026-03-22T00:40:52.078000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"110","","","","","68d765d042d49f20dd89e2b5","220","","220","{""owners_suites"":2,""oceanview"":22,""inside"":null,""suites"":14,""balcony"":74}","SeaDream Innovation","active","2020","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":1,""casino"":false,""specialty_dining"":8,""bars"":4,""hot_tubs"":4,""theater"":false,""restaurants"":10,""gym"":true,""shopping"":false}","69bf3a5b548a164a6024e69f","2026-03-22T00:39:55.653000","2026-03-22T00:39:55.653000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"465","","","","","68d765d042d49f20dd89e297","930","","465","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Viking Vali","active","2022","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":2,""casino"":true,""specialty_dining"":9,""bars"":10,""hot_tubs"":6,""theater"":false,""restaurants"":18,""gym"":true,""shopping"":false}","69bf3a38dcca73a449dd8428","2026-03-22T00:39:20.931000","2026-03-22T00:39:20.931000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"669","","","","","68d765d042d49f20dd89e29f","","","","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Oceania Arietta","active","","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge"",""Aquamar Spa Terrace, Executive Lounge, The Grand Lounge""],""pools"":3,""casino"":false,""specialty_dining"":6,""bars"":6,""hot_tubs"":6,""theater"":false,""restaurants"":9,""gym"":true,""shopping"":false}","69bf39f9ff741bea9e352d6f","2026-03-22T00:38:17.048000","2026-04-10T06:53:35.359000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"631","","","","","68d765d042d49f20dd89e29f","1390","","855","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Oceania Sonata","active","2027","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge"",""Aquamar Spa Terrace, Executive Lounge, The Grand Lounge""],""pools"":2,""casino"":true,""specialty_dining"":9,""bars"":6,""hot_tubs"":9,""theater"":true,""restaurants"":16,""gym"":true,""shopping"":true}","69bf39f9f5344c6a2719297e","2026-03-22T00:38:17.042000","2026-04-10T06:53:35.270000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"50","","","","","68d765d042d49f20dd89e29d","100","","75","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":50,""balcony"":null}","Silver Galapagos","active","1990","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge"",""Connoisseur’s Corner for premium cigars and spirits, the Otium wellness spa, and the S.A.L.T. (Sea and Land Taste) Lab/Bar for destination-focused culinary experiences""],""pools"":1,""casino"":false,""specialty_dining"":9,""bars"":12,""hot_tubs"":7,""theater"":false,""restaurants"":17,""gym"":true,""shopping"":false}","69bf39b116e4c281cf425e75","2026-03-22T00:37:05.878000","2026-04-10T07:06:57.662000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"60","","","","","68d765d042d49f20dd89e29d","120","","96","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":60,""balcony"":null}","Silver Discoverer","active","1998","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge"",""Connoisseur’s Corner for premium cigars and spirits, the Otium wellness spa, and the S.A.L.T. (Sea and Land Taste) Lab/Bar for destination-focused culinary experiences""],""pools"":2,""casino"":false,""specialty_dining"":3,""bars"":11,""hot_tubs"":5,""theater"":false,""restaurants"":9,""gym"":true,""shopping"":false}","69bf39b1bbbdae6244409359","2026-03-22T00:37:05.874000","2026-04-10T07:06:57.651000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
"0","","","","","68d8eedfc744540fd8f5f6dc","","","","{""owners_suites"":null,""oceanview"":null,""inside"":null,""suites"":null,""balcony"":null}","Century Paragon","active","","","{""kids_club"":true,""spa"":true,""specialty_features"":[""Main Pool"",""Fitness Center""],""exclusive_areas"":[""Suite Deck"",""Premium Lounge""],""pools"":4,""casino"":false,""specialty_dining"":6,""bars"":10,""hot_tubs"":2,""theater"":false,""restaurants"":18,""gym"":true,""shopping"":false}","69bf3972142e00c9d4c40c6e","2026-03-22T00:36:02.539000","2026-03-22T00:36:02.539000","68d75a7963d51090ab8d4351","swmummery@gmail.com","false"
